sku,short_description,additional_attributes,url_key,qty,name
615010,"<ul class=""short-description-list smartphone""><li class=""display-size"">5.5''</li><li class=""processor"">Octa-core 1.7 GHz Cortex-A53</li><li class=""memory"">2 GB</li><li class=""hdd"">16 GB</li></ul>","filter_sim=2,gsm_battery=Li-Ion 2600 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6752,gsm_dimensions=150.3 x 77.4 x 7.9 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.5'',gsm_display_type=IPS LCD,gsm_extras= - Active noise cancellation with dedicated mic - ANT+ support - DivX/MP4/H.265 player - MP3/eAAC+/WAV/WMA/Flac player - Document viewer - Photo/video editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=Mali-T760MP2,gsm_infrared=НЕ,gsm_manufacturer=Sony,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v5.0 (Lollipop),gsm_processor=Octa-core 1.7 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p, HDR,gsm_warranty=24 месеца,gsm_weight=147 g,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",sony-xperia-c4-na-izplashtane,0.0000,"Sony Xperia C4"
616001,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Octa-core 2.0 GHz Cortex-A53</li><li class=""memory"">3 GB</li><li class=""hdd"">16 GB</li></ul>","filter_sim=2,gsm_battery=Li-Ion 2600 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED flash,gsm_camera_mp=20 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6795 Helio X10,gsm_dimensions=145 x 72 x 7.6 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras= - Active noise cancellation with dedicated mic - DivX/MP4/H.265 player - MP3/eAAC+/WAV/WMA/Flac player - Document viewer - Photo/video editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Водоустойчив|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=PowerVR G6200,gsm_infrared=НЕ,gsm_manufacturer=Sony,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v5.0 (Lollipop),gsm_processor=Octa-core 2.0 GHz Cortex-A53,gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, HDR,gsm_warranty=24 месеца,gsm_weight=142 g,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",sony-xperia-m5-na-izplashtane,0.0000,"Sony Xperia M5"
616002,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)</li><li class=""memory"">3 GB</li><li class=""hdd"">32 GB</li></ul>","filter_sim=2,gsm_battery=Li-Ion 2620 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=20 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8956 Snapdragon 650,gsm_dimensions=143 x 69 x 7.7 mm ,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras= - Fast battery charging: 60% in 30 min (Quick Charge 2.0) - Xvid/MP4/H.265 player - MP3/eAAC+/WAV/Flac player - Document viewer - Photo/video editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|Сензор за отпечатък|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 510,gsm_infrared=НЕ,gsm_manufacturer=Sony,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v6.0.1 (Marshmallow),gsm_processor=Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps, 1080p@60fps,gsm_warranty=24 месеца,gsm_weight=153 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",sony-xperia-x-na-izplashtane,0.0000,"Sony Xperia X"
616003,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Octa-core 2.0 GHz Cortex-A53</li><li class=""memory"">2 GB</li><li class=""hdd"">16 GB</li></ul>","filter_sim=2,gsm_battery=Li-Ion 2300 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6755 Helio P10,gsm_dimensions=143.6 x 66.8 x 7.9 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras= - Fast battery charging (Pump Express+ 2.0) - Xvid/MP4/H.264 player - MP3/eAAC+/WAV/Flac player - Document viewer - Photo/video editor,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=Mali-T860MP2,gsm_infrared=НЕ,gsm_manufacturer=Sony,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v6.0.1 (Marshmallow),gsm_processor=Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=137 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",sony-xperia-xa-na-izplashtane,0.0000,"Sony Xperia XA"
711001,"<ul class=""short-description-list smartphone""><li class=""display-size"">2.45''</li><li class=""processor"">Marvel Tavor MG1 1 GHz</li><li class=""memory"">768 MB</li><li class=""hdd"">8 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1230 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_dimensions=60 x 110 x 11.4 mm,gsm_display_resolution=480 x 360 px,gsm_display_size=2.45'',gsm_display_type=TFT,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=Слот за допълнителна памет,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 7.0,gsm_processor=Marvel Tavor MG1 1.0 GHz,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=107 g,gsm_wifi=802.11b/g/n,gsm_year_release=2011,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-bold-9790-na-izplashtane,5.0000,"Blackberry Bold 9790"
711002,"<ul class=""short-description-list smartphone""><li class=""display-size"">2,8''</li><li class=""processor"">1,2GHz</li><li class=""memory"">768 MB</li><li class=""hdd"">8 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1230 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_dimensions=66 x 115 x 10.5 mm,gsm_display_resolution=640 x 480 px,gsm_display_size=2.8'',gsm_display_type=TFT,gsm_extras=оптичен тракпад, акселерометър, компас, сензор за близост, Wi-Fi 802.11 b/g/n на 2.4 GHz и 802.11 a/n на 5 GHz, работа с трибандови HSPA+ и четирибандови GSM/EDGE мрежи,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=Слот за допълнителна памет,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 7,gsm_processor=1.2GHz QC 8655,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=HD 1280x720 при 30fps,gsm_warranty=24 месеца,gsm_weight=130 g,gsm_wifi=802.11b/g/n,gsm_year_release=2011,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-bold-9900-na-izplashtane,5.0000,"Blackberry Bold 9900"
711003,"<ul class=""short-description-list smartphone""><li class=""display-size"">2.44''</li><li class=""processor"">800MHz</li><li class=""memory"">512 MB</li><li class=""hdd"">512 MB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1000 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_dimensions=60 x 109 x 11 mm,gsm_display_resolution=480 x 360 px,gsm_display_size=2.44'',gsm_display_type=TFT,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=под 100 g,gsm_filter_yes_no=Слот за допълнителна памет,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=4 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 7.0,gsm_processor=800MHz,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=2592x1944px,gsm_warranty=24 месеца,gsm_weight=99 g,gsm_wifi=802.11b/g/n,gsm_year_release=2011,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-curve-9360-na-izplashtane,5.0000,"Blackberry Curve 9360"
712001,"<ul class=""short-description-list smartphone""><li class=""display-size"">2.44''</li><li class=""processor""></li><li class=""memory"">512 MB</li><li class=""hdd"">512 MB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1450 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_dimensions=60 x 109 x 12.7 mm,gsm_display_resolution=320 x 240 px,gsm_display_size=2.44'',gsm_display_type=TFT,gsm_extras=- BBM key - MP3/eAAC+/WMA/WAV/Flac player - MP4/H.264/WMV player - Organizer - Document viewer - Voice memo/dial - Predictive text input,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=4 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 7.1,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=103 g,gsm_wifi=802.11b/g/n,gsm_year_release=2012,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-curve-9320-na-izplashtane,5.0000,"Blackberry Curve 9320"
712002,"<ul class=""short-description-list smartphone""><li class=""display-size"">2.44''</li><li class=""processor""></li><li class=""memory"">512 MB</li><li class=""hdd"">512 MB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1450 mAh,gsm_bluetooth=ДА,gsm_camera_light=НЕ,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_dimensions=60 x 109 x 12.7 mm,gsm_display_resolution=320 x 240 px,gsm_display_size=2.44'',gsm_display_type=TFT,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=4 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 7.1,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=102 g,gsm_wifi=802.11b/g/n,gsm_year_release=2012,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-curve-9220-na-izplashtane,5.0000,"Blackberry Curve 9220"
713002,"<ul class=""short-description-list smartphone""><li class=""display-size"">3.1''</li><li class=""processor"">двуядрен процесор TI OMAP 4470 на 1.5GHz</li><li class=""memory"">2 GB </li><li class=""hdd"">16 GB </li></ul>","filter_sim=1,gsm_battery=Removable Li-Ion 2100 mAh battery,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Snapdragon S4 (LTE version)/ TI OMAP 4470 (Non-LTE),gsm_dimensions=66.8 x 119.6 x 10.4 mm,gsm_display_resolution=720 x 720 px,gsm_display_size=3.1'',gsm_display_type=Super AMOLED capacitive touchscreen,gsm_extras=- HDMI port - BlackBerry maps - Organizer - Document editor - Photo viewer - MP3/WMA/WAV/eAAC+/FlAC player - DivX/XviD/MP4/WMV/H.264 player - Voice memo/dial - Predictive text input,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 225 (LTE version)/ PowerVR SGX544 (Non-LTE),gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS,gsm_processor=двуядрен процесор TI OMAP 4470 на 1.5GHz,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=139 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-q10-na-izplashtane,0.0000,"BlackBerry Q10"
713003,"<ul class=""short-description-list smartphone""><li class=""display-size"">4.2''</li><li class=""processor"">2-ядрен процесор Qualcomm MSM8960 Snapdragon на 1.5GHz</li><li class=""memory"">2 GB</li><li class=""hdd"">16 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1800 mAh,gsm_bluetooth=ДА,gsm_camera_light=ДА LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8960 Snapdragon S4 Plus,gsm_dimensions=65.6 x 130 x 9 mm,gsm_display_resolution=768 x 1280 px,gsm_display_size=4.2'',gsm_display_type=Capacitive touchscreen,gsm_extras=2МР предна камера, сменяема батерия, micro HDMI, версия с LTE възможности, Bluetooth 4.0,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4.5"" до 4.99"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет,gsm_gps=ДА,gsm_gpu=Adreno 225,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS,gsm_processor=Dual-core 1.5 GHz Krait,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=ДА HD 1080p при 30fps,gsm_warranty=24 месеца,gsm_weight=137 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-z10-na-izplashtane,0.0000,"Blackberry Z10"
713004,"<ul class=""short-description-list smartphone""><li class=""display-size"">3.1''</li><li class=""processor"">2-ядрен 1.2 GHz, Qualcomm Snapdragon</li><li class=""memory"">2 GB</li><li class=""hdd"">8 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 2180 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8960 Snapdragon S4 Plus,gsm_dimensions=66 x 120 x 10.8 mm,gsm_display_resolution=720 x 720 px,gsm_display_size=3.1'',gsm_display_type=IPS LCD,gsm_extras=- BlackBerry maps - Organizer - Document viewer - Photo viewer - MP3/WMA/WAV/eAAC+ player - Xvid/MP4/WMV/MKV/H.264 player - Voice memo/dial - Predictive text input,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 225,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry 10 OS,gsm_processor=Dual-core 1.2 GHz Krait,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=24 месеца,gsm_weight=120 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-q5-na-izplashtane,0.0000,"Blackberry Q5"
713005,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">2-ядрен 1,7GHz</li><li class=""memory"">2 GB </li><li class=""hdd"">16 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 2880 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8960T Snapdragon S4 Pro,gsm_dimensions=72 x 140.7 x 9.4 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=Super AMOLED,gsm_extras=- HDMI port - BlackBerry maps - Organizer - Document editor - Photo/video editor - MP3/WMA/WAV/eAAC+/FlAC player - DivX/XviD/MP4/WMV/H.264 player - Voice memo/dial - Predictive text input,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 320,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry 10.2,gsm_processor=Dual-core 1.7 GHz Krait,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=24 месеца,gsm_weight=170 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-z30-na-izplashtane,0.0000,"Blackberry Z30"
713009,"<ul class=""short-description-list smartphone""><li class=""display-size"">2.8''</li><li class=""processor"">Tavor MG1  806MHz</li><li class=""memory"">512 MB </li><li class=""hdd"">512 MB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 1450 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_dimensions=66 x 114 x 12 mm,gsm_display_resolution=480 x 360 px,gsm_display_size=2.8'',gsm_display_type=IPS LCD,gsm_extras=- BBM key - MP3/eAAC+/WMA/WAV/Flac player - MP4/H.264/WMV player - Organizer - Document viewer - Voice memo/dial - Predictive text input,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=4 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 7.1,gsm_processor=806 MHz Tavor MG1,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=120 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-9720-na-izplashtane,0.0000,"Blackberry 9720"
714001,"<ul class=""short-description-list smartphone""><li class=""display-size"">5.0''</li><li class=""processor"">2-ядрен 1.2 GHz Krait 200</li><li class=""memory"">1.5 GB</li><li class=""hdd"">8 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 2500 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8230 Snapdragon 400,gsm_dimensions=72.8 x 140 x 9.3 mm,gsm_display_resolution=540 x 960 px,gsm_display_size=5.0'',gsm_display_type=Capacitive touchscreen,gsm_extras=- BlackBerry maps - Organizer - Document viewer - Photo viewer/editor - Video editor - MP3/WAV/eAAC+/FlAC/WMA player - MP4/H.264/WMV player - Voice memo/dial - Predictive text input,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 305,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry 10.2.1,gsm_processor=2-ядрен 1.2 GHz Krait 200,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=HD видео 1080p,gsm_warranty=24 месеца,gsm_weight=164 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-z3-na-izplashtane,0.0000,"Blackberry Z3"
714002,"<ul class=""short-description-list smartphone""><li class=""display-size"">4.5''</li><li class=""processor"">4-ядрен 2.26 GHz Krait 400</li><li class=""memory"">3 GB</li><li class=""hdd"">32 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 3450 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED ,gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8974AA Snapdragon 801,gsm_dimensions=128 x 90.3 x 9.3 mm,gsm_display_resolution=1440 x 1440 px,gsm_display_size=4.5'',gsm_display_type=IPS LCD ,gsm_extras=- BlackBerry Assistant - BlackBerry maps - Organizer - Document viewer - Photo viewer/editor - Video editor - MP3/WMA/WAV/eAAC+/FlAC player - DivX/XviD/MP4/WMV/H.264 player - Voice memo/dial - Predictive text input,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 4.5"" до 4.99"",gsm_filter_weight=над 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 330,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry 10.3,gsm_processor=4-ядрен 2.26 GHz Krait 400,gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=1080p@60fps,gsm_warranty=24 месеца,gsm_weight=196 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=4-ядрен",blackberry-passport-na-izplashtane,0.0000,"Blackberry Passport"
715001,"<ul class=""short-description-list smartphone""><li class=""display-size"">3.5'''</li><li class=""processor"">2-ядрен 1.5 GHz Krait</li><li class=""memory"">2 GB</li><li class=""hdd"">16 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 2515 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8960 Snapdragon S4 Plus,gsm_dimensions=131 x 72.4 x 10.2 mm,gsm_display_resolution=720 x 720 px,gsm_display_size=3.5''',gsm_display_type=Capacitive touchscreen,gsm_extras=Accelerometer, gyro, proximity, compass,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 225,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 10.3.1,gsm_processor=2-ядрен 1.5 GHz Krait,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=177 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-q20-classic-na-izplashtane,0.0000,"Blackberry Q20 Classic"
715002,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Dual-core 1.5 GHz Krait</li><li class=""memory"">2 GB</li><li class=""hdd"">16 GB</li></ul>","filter_sim=1,gsm_battery=Li-Ion 2800 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8960 Snapdragon S4 Plus,gsm_dimensions=144 x 72.8 x 9.5 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=IPS LCD, capacitive touchscreen,gsm_extras= - Active noise cancellation with dedicated mic - BlackBerry maps - Organizer - Document viewer - Photo/video editor - MP3/WAV/eAAC+/FlAC/WMA player - MP4/H.264/WMV player,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 225,gsm_infrared=НЕ,gsm_manufacturer=Blackberry,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=BlackBerry OS 10.3.1,gsm_processor=Dual-core 1.5 GHz Krait,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=170 g ,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Blackberry OS,procesor_filt_r=2-ядрен",blackberry-leap-na-izplashtane,0.0000,"Blackberry Leap"
